1.85E+03,3.35E+01
1.85E+03,3.35E+01
2.14E+03,3.65E+01
2.02E+03,4.35E+01
1.95E+03,3.27E+01
1.99E+03,4.30E+01
1.94E+03,2.89E+01
1.95E+03,3.50E+01
1.97E+03,3.58E+01
1.82E+03,5.30E+01
1.86E+03,4.21E+01
1.99E+03,4.16E+01
2.11E+03,3.22E+01
2.25E+03,3.98E+01
2.03E+03,4.25E+01
2.10E+03,3.76E+01
2.07E+03,3.42E+01
2.20E+03,2.40E+01
2.14E+03,2.37E+01
1.82E+03,3.78E+01
1.84E+03,3.34E+01
1.81E+03,3.51E+01
1.76E+03,3.16E+01
1.84E+03,3.48E+01
1.79E+03,3.04E+01
1.88E+03,2.73E+01
1.83E+03,2.38E+01
1.79E+03,3.61E+01
1.89E+03,8.85E+01
1.91E+03,3.38E+01
1.95E+03,3.20E+01
1.95E+03,3.03E+01
1.69E+03,3.61E+01
2.09E+03,3.21E+01
1.92E+03,2.80E+01
2.01E+03,2.89E+01
1.89E+03,4.09E+01
2.04E+03,4.30E+01
1.57E+03,2.87E+01
1.71E+03,4.49E+01
1.82E+03,2.78E+01
1.76E+03,3.67E+01
1.76E+03,3.13E+01
1.69E+03,3.37E+01
1.69E+03,3.27E+01
1.85E+03,2.88E+01
1.78E+03,2.83E+01
1.93E+03,3.46E+01
1.94E+03,3.67E+01
1.94E+03,3.29E+01
1.83E+03,3.08E+01
1.89E+03,3.00E+01
2.09E+03,4.99E+01
1.77E+03,3.42E+01
2.00E+03,4.74E+01
2.01E+03,3.98E+01
2.00E+03,2.54E+01
1.77E+03,2.44E+01
1.81E+03,1.92E+01
1.74E+03,2.67E+01
1.78E+03,2.43E+01
1.79E+03,1.96E+01
1.77E+03,2.98E+01
1.73E+03,2.66E+01
1.71E+03,1.97E+01
1.79E+03,1.99E+01
1.84E+03,2.02E+01
1.76E+03,2.77E+01
1.84E+03,3.05E+01
1.77E+03,3.65E+01
1.87E+03,3.31E+01
1.63E+03,3.82E+01
1.89E+03,3.30E+01
1.99E+03,4.31E+01
1.85E+03,3.99E+01
1.79E+03,3.46E+01
1.91E+03,3.90E+01
1.79E+03,3.81E+01
1.77E+03,2.33E+01
1.74E+03,2.44E+01
1.82E+03,3.27E+01
1.77E+03,3.12E+01
1.76E+03,3.24E+01
1.76E+03,2.66E+01
1.73E+03,2.08E+01
1.73E+03,2.18E+01
1.66E+03,2.69E+01
1.75E+03,3.58E+01
1.73E+03,3.50E+01
1.77E+03,4.32E+01
1.67E+03,3.09E+01
1.94E+03,4.66E+01
1.85E+03,6.33E+01
1.79E+03,3.62E+01
1.93E+03,3.24E+01
1.75E+03,3.45E+01
1.70E+03,3.32E+01
1.64E+03,3.09E+01
1.65E+03,2.63E+01
1.61E+03,2.78E+01
1.80E+03,6.58E+01
1.79E+03,6.97E+01
1.65E+03,2.57E+01
1.75E+03,2.72E+01
1.75E+03,4.51E+01
1.75E+03,3.01E+01
1.62E+03,2.90E+01
1.59E+03,2.66E+01
1.73E+03,3.38E+01
1.70E+03,3.56E+01
1.49E+03,4.12E+01
1.79E+03,3.17E+01
1.70E+03,3.71E+01
1.62E+03,2.66E+01
1.72E+03,4.01E+01
1.51E+03,3.57E+01
1.60E+03,1.84E+01
1.58E+03,3.01E+01
1.67E+03,2.26E+01
1.63E+03,2.44E+01
1.65E+03,3.34E+01
1.62E+03,3.04E+01
1.62E+03,2.96E+01
1.60E+03,2.64E+01
1.64E+03,2.98E+01
1.59E+03,2.76E+01
1.56E+03,3.09E+01
1.53E+03,2.88E+01
1.49E+03,3.38E+01
1.52E+03,2.93E+01
1.54E+03,2.86E+01
1.57E+03,3.08E+01
1.52E+03,2.82E+01
1.55E+03,2.74E+01
1.58E+03,3.30E+01
1.59E+03,3.25E+01
1.56E+03,3.05E+01
